cache_size=8192	stride=1	avg_misses=0.000425	avg_time=0.002724
cache_size=8192	stride=2	avg_misses=0.000195	avg_time=0.002802
cache_size=8192	stride=4	avg_misses=0.000123	avg_time=0.002782
cache_size=8192	stride=8	avg_misses=0.000084	avg_time=0.002675
cache_size=8192	stride=16	avg_misses=0.000175	avg_time=0.002790
cache_size=8192	stride=32	avg_misses=0.000049	avg_time=0.002742
cache_size=8192	stride=64	avg_misses=0.000048	avg_time=0.002405
cache_size=8192	stride=128	avg_misses=0.000043	avg_time=0.002107
cache_size=8192	stride=256	avg_misses=0.000031	avg_time=0.002006
cache_size=8192	stride=512	avg_misses=0.000044	avg_time=0.002013
cache_size=8192	stride=1024	avg_misses=0.000037	avg_time=0.001964
cache_size=8192	stride=2048	avg_misses=0.000018	avg_time=0.002169
cache_size=8192	stride=4096	avg_misses=0.000024	avg_time=0.004059
cache_size=16384	stride=1	avg_misses=0.000240	avg_time=0.002279
cache_size=16384	stride=2	avg_misses=0.000054	avg_time=0.002276
cache_size=16384	stride=4	avg_misses=0.000045	avg_time=0.002266
cache_size=16384	stride=8	avg_misses=0.000188	avg_time=0.002236
cache_size=16384	stride=16	avg_misses=0.000054	avg_time=0.002271
cache_size=16384	stride=32	avg_misses=0.000040	avg_time=0.002323
cache_size=16384	stride=64	avg_misses=0.000088	avg_time=0.002202
cache_size=16384	stride=128	avg_misses=0.000039	avg_time=0.002158
cache_size=16384	stride=256	avg_misses=0.000025	avg_time=0.002060
cache_size=16384	stride=512	avg_misses=0.000031	avg_time=0.002001
cache_size=16384	stride=1024	avg_misses=0.000005	avg_time=0.001985
cache_size=16384	stride=2048	avg_misses=0.000013	avg_time=0.002075
cache_size=16384	stride=4096	avg_misses=0.000017	avg_time=0.002288
cache_size=16384	stride=8192	avg_misses=0.000005	avg_time=0.002089
cache_size=32768	stride=1	avg_misses=0.000198	avg_time=0.002225
cache_size=32768	stride=2	avg_misses=0.000070	avg_time=0.002212
cache_size=32768	stride=4	avg_misses=0.000114	avg_time=0.002220
cache_size=32768	stride=8	avg_misses=0.000060	avg_time=0.002133
cache_size=32768	stride=16	avg_misses=0.000029	avg_time=0.002028
cache_size=32768	stride=32	avg_misses=0.000163	avg_time=0.002041
cache_size=32768	stride=64	avg_misses=0.000054	avg_time=0.001938
cache_size=32768	stride=128	avg_misses=0.000140	avg_time=0.002204
cache_size=32768	stride=256	avg_misses=0.000076	avg_time=0.002181
cache_size=32768	stride=512	avg_misses=0.000100	avg_time=0.002062
cache_size=32768	stride=1024	avg_misses=0.000076	avg_time=0.002007
cache_size=32768	stride=2048	avg_misses=0.000007	avg_time=0.002045
cache_size=32768	stride=4096	avg_misses=0.000062	avg_time=0.002255
